authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-mt-6413d1c7055f21d3,ra-route-3af12fe37b08fca33e51,MT,Malta,Financial Intelligence Analysis Unit (FIAU),financial_intelligence,https://fiaumalta.org/,https://fiaumalta.org/what-we-do/enforcement/,https://fiaumalta.org/what-we-do/enforcement/,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-mu-f428becbb16b4775,ra-route-d6926e6dd247153a6f09,MU,Mauritius,Bank of Mauritius,central_banking;prudential_supervision,http://www.bom.mu/,https://www.bom.mu/financial-stability/amlcft/implementation-targeted-sanctions,https://www.bom.mu/financial-stability/amlcft/implementation-targeted-sanctions,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,2024-12,2024-12,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-md-8b809648505080fe,ra-route-966f6ec6c09474dc4687,MD,Moldova,National Bank of Moldova,central_banking;prudential_supervision;insurance,http://www.bnm.md/en,https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities,https://www.bnm.md/en/content/applied-sanctions-foreign-exchange-entities,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-mc-1900c62672733798,ra-route-b98bb1b63b33cfbde4ff,MC,Monaco,Commission de Contrôle des Activités Financières,securities,http://www.ccaf.mc/,https://ccaf.mc/ccaf/les-sanctions-prononcees/,https://ccaf.mc/ccaf/les-sanctions-prononcees/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-mn-3cedfee72c27e2d7,ra-route-3a9a50474b574159da62,MN,Mongolia,Bank of Mongolia,central_banking;financial_intelligence,https://www.mongolbank.mn/en/,https://www.mongolbank.mn/en/p/1098,https://www.mongolbank.mn/en/p/1098,authority-owned,decision_register,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-me-21f97d9d2786b49d,ra-route-1ce28db1e182f4726178,ME,Montenegro,Central Bank of Montenegro,central_banking,https://www.cbcg.me/en,https://www.cbcg.me/en/public-relations/information/faq?accordion-open=1730,https://www.cbcg.me/en/public-relations/information/faq?accordion-open=1730,authority-owned,decision_register,reachable,first-page-observed-no-date,plausible-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ms-63def3171dbaa0fd,ra-route-d2453f52858ad8784b38,MS,Montserrat,Financial Services Commission,prudential_supervision,http://www.fscmontserrat.org/,https://www.fscmontserrat.org/sanctions/,https://www.fscmontserrat.org/sanctions/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ma-338afef2320a3cef,ra-route-ed03d62538fe8aa0ee2c,MA,Morocco,Bank Al-Maghrib (Central Bank of Morocco),central_banking;prudential_supervision,http://www.bkam.ma/en,https://www.bkam.ma/en/Banking-supervision/Sanctions-regime,https://www.bkam.ma/en/Banking-supervision/Sanctions-regime,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-mz-adf60fbe1d939306,ra-route-d041563acff49bc222f6,MZ,Mozambique,Financial Intelligence Office of Mozambique (GiFiM),financial_intelligence,https://www.gifim.gov.mz/,https://www.gifim.gov.mz/,https://www.gifim.gov.mz/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-mm-df094c15b2de6b82,ra-route-1776f11039143d4e4af8,MM,Myanmar,Central Bank of Myanmar,central_banking;prudential_supervision,http://www.cbm.gov.mm/,https://www.cbm.gov.mm/content/2253,https://www.cbm.gov.mm/content/2253,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,,not-determined,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-na-a09a52baa16d6537,ra-route-fc180f615677a8a4448b,NA,Namibia,Financial Intelligence Centre (FIC),financial_intelligence,https://www.fic.na/,https://services.fic.na/FICSanctionsTool,https://services.fic.na/FICSanctionsTool,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-nr-111315c08a95ba5b,ra-route-ca9b7ebc24f96181eeb1,NR,Nauru,Financial Intelligence Unit of Nauru,financial_intelligence,https://justice.gov.nr/financial-intelligence-unit/,https://justice.gov.nr/wp-content/uploads/2024/06/Anti-Money-Laundering-Targeted-Financial-Sanctions-Fit-and-Proper-Person-Criteria.pdf,https://justice.gov.nr/wp-content/uploads/2024/06/Anti-Money-Laundering-Targeted-Financial-Sanctions-Fit-and-Proper-Person-Criteria.pdf,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-np-e44afb5d807b4521,ra-route-bf8e0723a85425fb38b6,NP,Nepal,Central Bank of Nepal (Nepal Rastra Bank),central_banking;prudential_supervision;financial_intelligence,http://www.nrb.org.np/,https://www.nrb.org.np/targeted-sanction-list-and-other,https://www.nrb.org.np/targeted-sanction-list-and-other,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-np-4ddc8ac63da17f81,ra-route-5cda246e6bd47ce39889,NP,Nepal,Nepal Insurance Authority,insurance,http://www.nia.gov.np/,https://press.un.org/en/2024/sc15597.doc.htm,https://press.un.org/en/2024/sc15597.doc.htm,official-external,sanctions_or_penalty_list,reachable,first-page-observed-no-date,generic-or-ambiguous-link,official-external-scope,manual-review-required,official-external,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-nl-10807b7e1ae725cf,ra-route-1f10f60c6a94df48e62d,NL,Netherlands,De Nederlandsche Bank,central_banking;prudential_supervision;insurance;pensions,https://www.dnb.nl/en,https://www.dnb.nl/en/reliable-financial-sector/financial-sanctions/,https://www.dnb.nl/en/reliable-financial-sector/financial-sanctions/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2026-04;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-nl-913a96340c4a4ad9,ra-route-83d017d644aae4403d28,NL,Netherlands,Financial Intelligence Unit – Netherlands (FIU-NL),financial_intelligence,http://www.fiu-nederland.nl/en,https://www.fiu-nederland.nl/en/knowledge_base/luxury-designer-goods-despite-sanctions/,https://www.fiu-nederland.nl/en/knowledge_base/luxury-designer-goods-despite-sanctions/,authority-owned,sanctions_or_penalty_list,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
